city	locality
Indore	" Hotel Somdeep Palace, Vijay Nagar"
Indore	"56 Dukan, New Palasia"
Indore	Airport Road
Indore	Annapurna Road
Indore	"BCM Heights, Vijay Nagar"
Indore	Bhawar Kuan
Indore	Bombay Bazaar
Indore	By Pass Road 
Indore	"C21 Mall, Vijay Nagar"
Indore	Chhavani
Indore	"Country Inn & Suites By Radisson, Vijay Nagar"
Indore	Crescent Spa & Resorts
Indore	"Devi Ahilya Bai Holkar Airport, Airport Road"
Indore	Fairfield By Marriott
Indore	Gangwal Bus Stand
Indore	Geeta Bhavan
Indore	"Golden Gate, Vijay Nagar"
Indore	HIG-LIG
Indore	"Hotel Best Western Plus O2, South Tukoganj"
Indore	"Hotel Crown Palace, South Tukoganj"
Indore	"Hotel Effotel, Vijay Nagar"
Indore	"Hotel Kanchan Tilak, South Tukoganj"
Indore	"Hotel Kings Park, Bhawar Kuan"
Indore	Hotel Papaya Tree
Indore	"Hotel Shreemaya Residency, Press Complex"
Indore	"Hotel Shreemaya, RNT Marg"
Indore	"Hotel Surya, South Tukoganj"
Indore	"Hotel Wow, Vijay Nagar"
Indore	"HotelAMar Vilas, Press Complex"
Indore	"Indore Marriott Hotel, Vijay Nagar"
Indore	"Infiniti Hotel, Vijay Nagar"
Indore	Jail Road
Indore	Khajrana
Indore	Kothari Market
Indore	"Lemon Tree Hotel, RNT Marg"
Indore	"Malhar Mega Mall, Vijay Nagar"
Indore	Malharganj
Indore	"Mangal City Mall, Vijay Nagar"
Indore	Manik Bagh Road
Indore	Mari Mata Square
Indore	"Mathurawala, Airport Road"
Indore	"Mathurawala, RNT Marg"
Indore	MR 10 Road
Indore	Navlakha
Indore	New Palasia
Indore	Old Palasia
Indore	"One Centre, New Palsia"
Indore	Papaya Tree Hotel
Indore	Press Complex
Indore	Pride Hotel & Convention Centre
Indore	"Radisson Blu Hotel, Vijay Nagar"
Indore	Rajendra Nagar
Indore	Rajwada
Indore	Ranjeet Hanuman
Indore	Rau
Indore	"Regenta Central, By Pass North"
Indore	RNT Marg
Indore	Sapna Sangeeta
Indore	"Sapna Sangeeta Mall, Sapna Sangeeta"
Indore	Sarafa Bazaar
Indore	Sarwate Bus Stand
Indore	"Sayaji Hotel, Vijay Nagar"
Indore	South Tukoganj
Indore	Sudama Nagar
Indore	The Grand Bhagwati
Indore	"The Red Maple Mashal, Rau"
Indore	The Sensation Hotel - Rajendra Nagar
Indore	"Treasure Island Mall, South Tukoganj"
Indore	Vijay Nagar
Indore	YN Road
Jabalpur	Adhartal
Jabalpur	Cantt
Jabalpur	Chandmari
Jabalpur	Civil Lines
Jabalpur	Dhanvantari Nagar
Jabalpur	Ganjipura
Jabalpur	Garha
Jabalpur	Ghamapur
Jabalpur	Gohalpur
Jabalpur	Hathital
Jabalpur	Karmeta
Jabalpur	Khamaria
Jabalpur	Lordganj
Jabalpur	Napier Town
Jabalpur	Rampur
Jabalpur	"Samdariya Mall, Napier Town"
Jabalpur	Shakti Nagar
Jabalpur	Shastri Nagar
Jabalpur	"South Avenue Mall, Cantt"
Jabalpur	Vijay Nagar
Jabalpur	Wright Town
Jaipur	Achrol
Jaipur	"Achrol House, Civil Lines"
Jaipur	Adarsh Nagar
Jaipur	Agra Road
Jaipur	Ajmer Highway
Jaipur	Amer
Jaipur	Amer Road
Jaipur	"Axis Mall, C Scheme"
Jaipur	Bais Godam
Jaipur	Bani Park
Jaipur	"Bapu Bazaar, MI Road"
Jaipur	Bapu Nagar
Jaipur	"Blue Bird Hotel, Raja Park"
Jaipur	Brahmpuri
Jaipur	C Scheme
Jaipur	"Chandpole Bazaar, Pink City"
Jaipur	"Chaura Rasta, Pink City"
Jaipur	"Chirmi Palace Hotel, C Scheme"
Jaipur	Chitrakoot
Jaipur	"Chokhi Dhani Village Resort, Tonk Road"
Jaipur	"City Pulse Mall, Narayan Singh Circle"
Jaipur	Civil Lines
Jaipur	"Crown Square, Vaishali Nagar"
Jaipur	"Crowne Plaza Jaipur, Tonk Road"
Jaipur	"Crystal Court Mall, Malviya Nagar"
Jaipur	"Crystal Palm Mall, Bais Godam"
Jaipur	"Devraj Niwas, Bani Park"
Jaipur	"Elements Mall, Chitrakoot"
Jaipur	"Evershine Tower, Vaishali Nagar"
Jaipur	"Fairmont Jaipur, Kukas"
Jaipur	"Fort, Malviya Nagar"
Jaipur	"Fortune Select Metropolitan, Bais Godam"
Jaipur	"Four Points By Sheraton, Tonk Road"
Jaipur	"Gangori Bazaar, Pink City"
Jaipur	"Gaurav Towers, Malviya Nagar"
Jaipur	"Gold Souk Building, Malviya Nagar"
Jaipur	"Golden Tulip, MI Road"
Jaipur	Gopalbari
Jaipur	"Grand Uniara, Narayan Singh Circle"
Jaipur	"GT Central, Malviya Nagar"
Jaipur	Hasanpura
Jaipur	"Hawa Mahal Road, Pink City"
Jaipur	"Hilton Jaipur, Bais Godam"
Jaipur	"Holiday Inn Jaipur City Centre, Bais Godam"
Jaipur	"Hotel Acacia Inn, MI Road"
Jaipur	"Hotel Clarion Inn, Kukas"
Jaipur	"Hotel ClarksAMer, Malviya Nagar"
Jaipur	"Hotel Dev Villas, Mansarovar"
Jaipur	"Hotel Garden View, C Scheme"
Jaipur	"Hotel Highway King, Ajmer Highway"
Jaipur	"Hotel Indana Palace , Kukas"
Jaipur	"Hotel Las Vegas, Bais Godam"
Jaipur	"Hotel Maharani Prime, Sindhi Camp"
Jaipur	"Hotel Narain Niwas, Narayan Singh Circle"
Jaipur	"Hotel Om Tower, MI Road"
Jaipur	"Hotel Paradise, Sikar Road"
Jaipur	"Hotel Park Inn, Bani Park"
Jaipur	"Hotel Park Prime, C Scheme"
Jaipur	"Hotel Park Regent, Shyam Nagar"
Jaipur	"Hotel Rockland, Adarsh Nagar"
Jaipur	"Hotel Royal Empire, Malviya Nagar"
Jaipur	"Hotel Royal Orchid, Tonk Road"
Jaipur	"Hotel Shyam Paradise, Chitrakoot"
Jaipur	"Hotel Souvenir Premier, Mansarovar"
Jaipur	"Hotel Vrisa, Tonk Road"
Jaipur	"Ibis Hotel, Civil Lines"
Jaipur	"ITC Rajputana Hotel, Gopalbari"
Jaipur	Jagatpura
Jaipur	"Jaipur Marriott Hotel, Tonk Road"
Jaipur	"Janta Store, Bapu Nagar"
Jaipur	Jawahar Nagar
Jaipur	Jhotwara
Jaipur	"Johari Bazaar, Pink City"
Jaipur	"JW Marriott Jaipur Resort & Spa, Kukas"
Jaipur	"Keys Marigold Hotel, Tonk Road"
Jaipur	"Khandwa Haveli, Sikar Road"
Jaipur	Khatipura Road
Jaipur	"KK Royal Hotel,AMer"
Jaipur	Kukas
Jaipur	Lal Kothi
Jaipur	"Le Meridien Jaipur, Kukas"
Jaipur	"Leisure Inn Grand Chanakya, MI Road"
Jaipur	"Lemon Tree Premier, Bani Park"
Jaipur	"Lords Plaza, Tonk Road"
Jaipur	Malviya Nagar
Jaipur	"Man Upasana Mall, C Scheme"
Jaipur	"Mango Hotel, Adarsh Nagar"
Jaipur	Mansarovar
Jaipur	"Mansarovar Plaza, Mansarovar"
Jaipur	"Masala Chowk, Adarsh Nagar"
Jaipur	"Maya Mansion, MI Road"
Jaipur	"MGF Metropolitan Mall, Bais Godam"
Jaipur	MI Road
Jaipur	"Mosaic Hotel, Khatipura Road"
Jaipur	"Nahargarh Fort, Brahmpuri"
Jaipur	"Naila Bagh Palace, Adarsh Nagar"
Jaipur	Narayan Singh Circle
Jaipur	"Nehru Bazaar, MI Road"
Jaipur	"Nirwana Hometel, Bani Park"
Jaipur	"Park Regis,AMer Road"
Jaipur	Pink City
Jaipur	"Pink Square Mall, Adarsh Nagar"
Jaipur	"Polo Inn & Suites, C Scheme"
Jaipur	"PrideAMber Vilas, Tonk Road"
Jaipur	"Radisson Blu, Tonk Road"
Jaipur	"Radisson Jaipur City Center, MI Road"
Jaipur	Raja Park
Jaipur	"Ramada Hotel, Raja Park"
Jaipur	"Ramganj Bazaar, Pink City"
Jaipur	"Royal Orchid Central, Bani Park"
Jaipur	Sansar Chandra Road
Jaipur	"Sarovar Portico, Vaishali Nagar"
Jaipur	Shakun Hotels & Resorts
Jaipur	Shastri Nagar
Jaipur	"Shiv Vilas Resort, Kukas"
Jaipur	"Shiva's Royal Hotel, Sindhi Camp"
Jaipur	"Shree Gangour Celebrations Banquet Hall, Tonk Road"
Jaipur	Shyam Nagar
Jaipur	Sikar Road
Jaipur	Sindhi Camp
Jaipur	Sodala
Jaipur	"Sujan Rajmahal Palace, C Scheme"
Jaipur	"Surya Mahal Tower, Tonk Road"
Jaipur	"Suryavanshi Pearl, C Scheme"
Jaipur	"Taj Jai Mahal Palace, Civil Lines"
Jaipur	"Taj Rambagh Palace, C Scheme"
Jaipur	"The Fern Hotel, Tonk Road"
Jaipur	"The Gold Palace & Resorts, Kukas"
Jaipur	"The Hamston Park, Bani Park"
Jaipur	"The LaLiT Jaipur, Malviya Nagar"
Jaipur	"The Oberoi Rajvilas, Agra Road"
Jaipur	"The Raj Palace,AMer Road"
Jaipur	"The Theme, Tonk Road"
Jaipur	Tonk Road
Jaipur	"Traditional Heritage Haveli, Bani Park"
Jaipur	Transport Nagar
Jaipur	"Trident Jaipur,AMer Road"
Jaipur	"Trinity Mall, Sodala"
Jaipur	"Triton Mall, Jhotwara"
Jaipur	"Vachi Inn, Malviya Nagar"
Jaipur	Vaishali Nagar
Jaipur	Vidhyadhar Nagar
Jaipur	"Virasat Heritage, Bais Godam"
Jaipur	"World Trade Park, Malviya Nagar"
Jaipur	"Zone by the Park, Bani Park"
Jalandhar	Adarsh Nagar
Jalandhar	GT Road
Jalandhar	Jalandhar Cantt
Jalandhar	Maqsudan
Jalandhar	Model House
Jalandhar	Model Town
Jalandhar	Nakodar Road
Jalandhar	PPR Market
Jalandhar	Radisson Blue
Jalandhar	Rama Mandi
Jalandhar	Shastri Nagar
Jalandhar	Transport Nagar
Jalandhar	Urban Estate
Jammu	Barnai
Jammu	Channi Himmat
Jammu	Gandhi Nagar
Jammu	Hari Market
Jammu	Jehlum Resorts
Jammu	Karan Nagar
Jammu	Katra
Jammu	Lal Kuan
Jammu	Maheshpura
Jammu	Marble Market Area
Jammu	Nanak Nagar
Jammu	Old Heritage City
Jammu	Patoli
Jammu	Preet Nagar
Jammu	Raghunath Bazaar
Jammu	Rehari Colony
Jammu	Resham Ghar Colony
Jammu	Shastri Nagar
Jammu	Shiv Nagar
Jammu	SIDCO Complex
Jammu	Transport Nagar
Jammu	Trikuta Nagar
Jammu	"Wave Mall, Channi Himmat"
Jamnagar	Ajanta Society
Jamnagar	Bedeswar
Jamnagar	Gokul Nagar
Jamnagar	Green City
Jamnagar	Gulab Nagar
Jamnagar	Hapa Industrial Area
Jamnagar	Indradeep Society
Jamnagar	Jawahar Nagar
Jamnagar	Kadiawad
Jamnagar	Kamdar Colony
Jamnagar	Nageshwar
Jamnagar	Rameshwar Nagar
Jamnagar	Sena Nagar
Jamshedpur	Birsanagar
Jamshedpur	Bistupur
Jamshedpur	Burma Mines
Jamshedpur	Gamharia
Jamshedpur	Golmuri
Jamshedpur	Govindpur
Jamshedpur	Mango
Jamshedpur	Sakchi
Jamshedpur	Sonari
Jamshedpur	Telco Colony
Jhansi	Ansal Colony
Jhansi	Bundelkhand University
Jhansi	Cantt
Jhansi	Civil Lines
Jhansi	Hansari
Jhansi	Indrapuri
Jhansi	Jhansi Rly Settlement
Jhansi	Jhokan Bagh
Jhansi	Nagra
Jhansi	Purana Sahar
Jhansi	Rajghat Colony
Jhansi	Shivaji Nagar
Jhansi	Sipri Bazaar
Jodhpur	1st Pulia
Jodhpur	Air Force Area
Jodhpur	Basni
Jodhpur	Bhadu Market
Jodhpur	Bhagat Ki Kothi
Jodhpur	Cantt Area
Jodhpur	Chopasni Housing Board
Jodhpur	"Fairfield By Marriott, Sangria"
Jodhpur	Kabir Nagar
Jodhpur	Lawaran
Jodhpur	Maderana Colony
Jodhpur	Magra Punjla
Jodhpur	Mandore
Jodhpur	"Niky International Hotel, Airforce Area"
Jodhpur	Pal Gaon
Jodhpur	Paota
Jodhpur	Prem Nagar
Jodhpur	"Radisson Jodhpur, Airforce Area"
Jodhpur	"Ranbanka Palace, Cantt Area"
Jodhpur	Ratanada
Jodhpur	Rawaton ka bass
Jodhpur	Sangriya
Jodhpur	Sardarpura
Jodhpur	Shastri Nagar
Jodhpur	Station Road
Jodhpur	"The Ajit Bhawan, Cantt Area"
Jodhpur	"The Fern Residency, Ratanada"
Jodhpur	"Umaid Bhawan Palace, Cantt Area"
Jodhpur	"Vivanta By Taj, Hari Mahal, Bhagat Ki Kothi"
Jodhpur	"Welcom Heritage Bal Samand Lake Palace, Mandore"
Junagadh	Adarsh Nagar
Junagadh	Dolatpara
Junagadh	Gandhi Gram
Junagadh	Joshipura
Junagadh	Monalisa Township
Junagadh	Moti Palace Township
Junagadh	Mullawada
Junagadh	Shashikunj
Junagadh	Shreenath Nagar
Junagadh	Talav Gate
Kanpur	Anwar Ganj
Kanpur	Armapur
Kanpur	Arya Nagar
Kanpur	Ashok Nagar
Kanpur	Azad Nagar
Kanpur	Barra
Kanpur	Birhana Road
Kanpur	Bithoor
Kanpur	Chakeri
Kanpur	Chamanganj
Kanpur	Chawla Chawraha
Kanpur	Colonel Ganj
Kanpur	Fazalganj
Kanpur	Geeta Nagar
Kanpur	General Ganj
Kanpur	Ghantaghar
Kanpur	Govindpuri
Kanpur	Gutaiya
Kanpur	Harsh Nagar
Kanpur	Hotel Paradise
Kanpur	Hotel Royal Cliff
Kanpur	"Hotel Satyam, IIT Kanpur"
Kanpur	IIT Kanpur
Kanpur	Indira Nagar
Kanpur	Jajmau
Kanpur	"JS Continental, Swaroop Nagar"
Kanpur	Kakadeo
Kanpur	Kanpur Cantt
Kanpur	Keshavpuram
Kanpur	Kidwai Nagar
Kanpur	Kidwai Nagar Market
Kanpur	Lajpat Nagar
Kanpur	Lal Bangla
Kanpur	Mall Road
Kanpur	Nandlal Chawraha
Kanpur	Naubasta
Kanpur	"Naveen Market, Mall Road"
Kanpur	Nawab Ganj
Kanpur	Nayi Chungi
Kanpur	Netuwa
Kanpur	Panki
Kanpur	Parade
Kanpur	Phoolbagh
Kanpur	Rai Purwa
Kanpur	Ratan lal Nagar
Kanpur	"Rave 3, Tilak Nagar"
Kanpur	"Rave Moti, Kakadeo"
Kanpur	Rawatpur
Kanpur	Saket Nagar
Kanpur	"SGM Plaza, Arya Nagar"
Kanpur	Sharda Nagar
Kanpur	Shastri Nagar
Kanpur	Shyam Nagar
Kanpur	"Status Club, Kanpur Cantonment"
Kanpur	Swaroop Nagar
Kanpur	Tagore Road
Kanpur	"The Landmark Hotel, Mall Road"
Kanpur	"The Rita Hotel, Mall Road"
Kanpur	Tilak Nagar
Kanpur	Transport Nagar
Kanpur	Vijay Nagar
Kanpur	Vishnu Puri
Kanpur	"Z Square Mall, Mall Road"
Kharagpur	Bhawanipur
Kharagpur	Bidhanpally
Kharagpur	IIT Kharagpur
Kharagpur	Inda
Kharagpur	Kalaikunda
Kharagpur	Kharagpur Rly Settlement
Kharagpur	Malancha
Kharagpur	Medinipur Locality
Kharagpur	New Settlement
Kharagpur	Nimpura
Kharagpur	South Side
Kharagpur	Talbagicha
Kharagpur	Vidyasagarpur
Kochi	"Abad Bay Pride Mall, Marine Drive"
Kochi	"Abad Nucleus Mall, Marad"
Kochi	"Abad Plaza, Kacheripady"
Kochi	Aluva
Kochi	Angamali
Kochi	Broad Bean Hotel
Kochi	"Brunton Boatyard, Fort Kochi"
Kochi	"BTH Sarovaram, Marad"
Kochi	"Casino Hotel, Wellington Island"
Kochi	"Centre Square Mall, Kacheripady"
Kochi	Cheranalloor
Kochi	Chittoor Road
Kochi	Chullickal
Kochi	"Courtyard by Marriott Kochi Airport, Aluva"
Kochi	"Crowne Plaza Kochi, Marad"
Kochi	Edappally
Kochi	Elamakkara
Kochi	Elamkulam
Kochi	"Elphinstone Residency, Fort Kochi"
Kochi	Fort Kochi
Kochi	"Fragrant Nature, Fort Kochi"
Kochi	"GCDA Shopping Complex, Marine Drive"
Kochi	"GCDA Shopping Complex, Panampily Nagar"
Kochi	"Gold Souk Grandé, Vytilla"
Kochi	"Grand Hotel, MG Road"
Kochi	Grand Hyatt Kochi Bolgatty
Kochi	"Harbour View Residency, Ravipuram"
Kochi	"Holiday Inn Cochin, Vennala"
Kochi	"Hotel Abad, Mattancherry"
Kochi	"Itty's, Panampily Nagar"
Kochi	Kacheripady
Kochi	Kadavanthra
Kochi	Kakkanad
Kochi	Kalamassery
Kochi	Kaloor
Kochi	"Kochi Marriott Hotel, Edappally"
Kochi	"Le Méridien Kochi, Marad"
Kochi	"Le Maritime, Kochi"
Kochi	"LuLu Mall, Edappally"
Kochi	"Malabar Resorts & Spa, Wellington Island"
Kochi	Marad
Kochi	Marine Drive
Kochi	Mattancherry
Kochi	MG Road
Kochi	Nedumbassery
Kochi	"Novotel Kochi Infopark, Kakkanad"
Kochi	"Oberon Mall, Edappally"
Kochi	"Old Lighthouse Bristow Hotel, Fort Kochi"
Kochi	Olive Downtown
Kochi	Palarivattom
Kochi	Pallimukku
Kochi	Panampilly Nagar
Kochi	Perumbavoor
Kochi	"Radisson Blu Kochi, Kadavanthra"
Kochi	"Ramada Resort, Marad"
Kochi	Ravipuram
Kochi	"Renai Blue Waters Cherai, Vypin"
Kochi	"SAJ Earth Resort, Nedumbassery"
Kochi	"The Avenue Regent, MG Road"
Kochi	"The Gateway Hotel, Marine Drive"
Kochi	"The International Hotel, MG Road"
Kochi	"The Malabar House, Fort Kochi"
Kochi	"The Renai Cochin, Palarivattom"
Kochi	"The Whyte Fort, Marad"
Kochi	Thevera
Kochi	Thopumpady
Kochi	"Travancore Court by Spree, Pallimukku"
Kochi	"Trident Hotel, Wellington Island"
Kochi	Tripunithura
Kochi	Vennala
Kochi	Vypin
Kochi	Vyttila
Kochi	"Woodlands Hotel, MG Road"
Kochi	"Yuvarani Residency, Jose Junction"
Kolhapur	Deokar Panand
Kolhapur	Hari Om Nagar
Kolhapur	Kalamba
Kolhapur	Kasaba Bawada
Kolhapur	Line Bazaar
Kolhapur	Mangalwar Peth
Kolhapur	Phulewadi
Kolhapur	Pratibha Nagar
Kolhapur	Rajarampuri
Kolhapur	Ratnappa Kumbhar Nagar
Kolhapur	Ruikar Colony
Kolhapur	Salokhe Nagar
Kolhapur	Sarnobatwadi
Kolhapur	Shahu Market Yard
Kolhapur	Shahupuri
Kolhapur	Shenda Park
Kolhapur	Shivaji Udyam Nagar
Kolhapur	Tapowan
Kolhapur	Tarabhai Park
Kolhapur	Vidya Nagar
Kolhapur	Vikram Nagar
Kolhapur	Y.P Powar Nagar
Kolkata	"Aauris, Theatre Road"
Kolkata	"Acropolis Mall, Kasba"
Kolkata	Ajoy Nagar
Kolkata	Alipore
Kolkata	AltAir Boutique Hotel
Kolkata	"Axis Mall, New Town"
Kolkata	Baghajatin
Kolkata	Baguihati
Kolkata	Ballygunge
Kolkata	Bangur
Kolkata	Bara Bazar
Kolkata	Baranagar
Kolkata	Barasat
Kolkata	Barrackpore
Kolkata	Behala
Kolkata	Belghoria
Kolkata	Beliaghata
Kolkata	Bhawanipur
Kolkata	Bow Bazar
Kolkata	"Broadway Mall, Sector 3, Salt Lake"
Kolkata	"Bytes Food Court, Sector 5, Salt Lake"
Kolkata	Camac Street Area
Kolkata	Chandni Chowk
Kolkata	"Charnok City, Sector 3, Salt Lake"
Kolkata	Chinar Park
Kolkata	Chowringhee
Kolkata	"City Centre 1, Sector 1, Salt Lake"
Kolkata	"City Centre 2 Mall, Chinar Park"
Kolkata	"Club Ecovista, New Town"
Kolkata	College Street
Kolkata	Dalhousie BBD Bagh
Kolkata	"De Sovrani, Sector 1, Salt Lake,"
Kolkata	Desapriya Park
Kolkata	Dhakuria
Kolkata	"Diamond Plaza Mall, Jessore Road"
Kolkata	"Diamond Plaza Mall, Nagerbazar"
Kolkata	"DLF IT Park, Rajarhat"
Kolkata	Dum Dum
Kolkata	"Eco Park, New Town"
Kolkata	Elgin
Kolkata	"Enclave, Alipore"
Kolkata	Entally
Kolkata	Esplanade
Kolkata	"Ffort Raichak, Raichak"
Kolkata	"Fort Knox, Camac Street Area"
Kolkata	"Forum Mall, Elgin"
Kolkata	Garia
Kolkata	Gariahat
Kolkata	Girish Park
Kolkata	"Globsyn Crystals, Sector 5"
Kolkata	"Golden Tulip, Sector 1, Salt Lake"
Kolkata	Golf Green
Kolkata	Golpark
Kolkata	Hatibagan
Kolkata	Hazra
Kolkata	Hindustan Park
Kolkata	"Holiday Inn Kolkata Airport, Chinar Park"
Kolkata	"Hotel Celesta, VIP Road"
Kolkata	"Hotel Hindusthan International, Elgin"
Kolkata	"Hotel Lindsay, New Market"
Kolkata	"Hotel Senses, Sector 5, Salt Lake "
Kolkata	"Hotel The Sojourn, Sector 3, Salt Lake"
Kolkata	"Hyatt Regency, Sector 3, Salt Lake"
Kolkata	"Ibiza Merlin Greens, Joka"
Kolkata	"ITC Sonar, Science City Area"
Kolkata	Jadavpur
Kolkata	Jodhpur Park
Kolkata	Joka
Kolkata	"JW Marriott Hotel Kolkata, Science City Area"
Kolkata	Kaikhali
Kolkata	Kalighat
Kolkata	Kalikapur
Kolkata	Kalindi
Kolkata	Kankurgachi
Kolkata	Kasba
Kolkata	"Kenilworth Hotel, Russel Street"
Kolkata	Kestopur
Kolkata	Khardah
Kolkata	Kidderpore
Kolkata	Konnagar
Kolkata	Lake Gardens
Kolkata	"Lake Mall, Rash Behari Avenue"
Kolkata	Lake Market Area
Kolkata	Lake Town
Kolkata	Loudon Street Area
Kolkata	"Lytton Hotel, New Market Area"
Kolkata	"Mani Square Mall, Kankurgachi"
Kolkata	Maniktala
Kolkata	"Metro Cash & Carry, Ajoy Nagar"
Kolkata	"Metro Plaza Shopping Centre, Russel Street"
Kolkata	"Metropolis Mall, Hiland Park"
Kolkata	Minto Park
Kolkata	Nagerbazar
Kolkata	Naktala
Kolkata	Narendra Pur
Kolkata	New Alipore
Kolkata	New Market Area
Kolkata	New Town
Kolkata	"Novotel, New Town"
Kolkata	O2 Oxygen - VIP Road
Kolkata	O2 VIP - VIP Road
Kolkata	Paddapukur
Kolkata	"Pantaloons, Camac Street Area"
Kolkata	Park Circus Area
Kolkata	"Park Prime, Minto Park"
Kolkata	Park Street Area
Kolkata	Picnic Garden
Kolkata	"Pipal Tree Hotel, New Town"
Kolkata	Prince Anwar Shah Road
Kolkata	"Quest Mall, Ballygunge"
Kolkata	"Radisson Kolkata, Ballygunge"
Kolkata	"RDB Boulevard, Sector 5"
Kolkata	Regenta Orko'ss Hotel
Kolkata	Rishra
Kolkata	Ruby Hospital Area
Kolkata	Russel Street Chaat
Kolkata	Santoshpur
Kolkata	Science City Area
Kolkata	Sealdah Area
Kolkata	"Sector 1, Salt Lake"
Kolkata	"Sector 2, Salt Lake"
Kolkata	"Sector 3, Salt Lake"
Kolkata	"Sector 4, Salt Lake"
Kolkata	"Sector 5, Salt Lake"
Kolkata	Serampore
Kolkata	Shobha Bazar
Kolkata	Shyam Bazar
Kolkata	"Silver Spring Arcade, Science City Area"
Kolkata	Sinthi
Kolkata	Sodepur
Kolkata	"South City Mall, Prince Anwar Shah Road"
Kolkata	Southern Avenue
Kolkata	"Swissotel Kolkata Neotia Vista, Chinar Park"
Kolkata	"Taj Bengal, Alipore"
Kolkata	Taltala
Kolkata	Tangra
Kolkata	Tara Tala
Kolkata	"The Astor Hotel, Theatre Road"
Kolkata	"The Big Boss Hotel, Loudon Street"
Kolkata	"The Corner Courtyard, Hazra"
Kolkata	"The Gateway Hotel, Kasba"
Kolkata	"The Lalit Great Eastern, Esplanade"
Kolkata	"The Myx, Park Street Area"
Kolkata	"The Oberoi Grand, New Market Area"
Kolkata	"The Park, Park Street"
Kolkata	"The Peerless Inn, Esplanade"
Kolkata	"The Stadel, Sector 3, Salt Lake"
Kolkata	Theatre Road
Kolkata	Tollygunge
Kolkata	Topsia
Kolkata	Ultadanga
Kolkata	"Vedic Village Spa Resort, New Town"
Kolkata	Wellesley
Kota	Chawani
Kota	"Cinemall, Indraprastha Industrial Area"
Kota	"City Mall, Indraprastha Industrial Area"
Kota	Civil Lines
Kota	Dadabari
Kota	Dhanmandi
Kota	Indraprastha Industrial Area
Kota	Kota Industrial Area
Kota	Ladpura
Kota	Rangbari
Kota	RK Puram - E
Kota	RPS Colony
Kota	Talwandi
Lucknow	Aashiana
Lucknow	Aishbagh
Lucknow	Alambagh
Lucknow	Aliganj
Lucknow	Aminabad
Lucknow	"Anand Plaza, Patkapuram, Gomti Nagar"
Lucknow	Charbagh
Lucknow	Chowk
Lucknow	"City Mall, Gomti Nagar"
Lucknow	"Deep Palace, Udaiganj"
Lucknow	Fortune Park BBD
Lucknow	"Fun Republic Mall, Gomti Nagar"
Lucknow	"Gemini Continental, Hazratganj"
Lucknow	Gomti Nagar
Lucknow	Hazratganj
Lucknow	"Hotel Clarks Avadh, Hazratganj"
Lucknow	"Hotel Dayal Paradise, Gomti Nagar"
Lucknow	"Hotel India Awadh, Hazratganj"
Lucknow	"Hotel Levana, Hazratganj"
Lucknow	Husain Ganj
Lucknow	Hyatt Regency Lucknow
Lucknow	Indira Nagar
Lucknow	Jopling Road
Lucknow	Kaiserbagh
Lucknow	"Kanakdeep Plaza, Gomti Nagar"
Lucknow	Kanpur Road
Lucknow	Khurram Nagar
Lucknow	"La Place Sarovar Portico, Hazratganj"
Lucknow	Lalbagh
Lucknow	lebua Lucknow
Lucknow	"Lineage Hotels, Gomti Nagar"
Lucknow	Mahanagar
Lucknow	"Metropolitan Club, Gomti Nagar"
Lucknow	Nirala Nagar
Lucknow	Nishatganj
Lucknow	"Novotel, Gomti Nagar"
Lucknow	"One Awadh Center Mall, Gomti Nagar"
Lucknow	"Phoenix United Mall, Alambagh"
Lucknow	"R Square, Gomti Nagar"
Lucknow	Rajajipuram
Lucknow	Ranjees Hotel
Lucknow	Renaissance Lucknow Hotel
Lucknow	"Riverside Mall, Gomti Nagar"
Lucknow	"Royal Inn, Hazratganj"
Lucknow	"Royal Sagar International, Jopling Road"
Lucknow	Sadar Bazaar
Lucknow	"Sahara Ganj Mall, Hazratganj"
Lucknow	"Taj Mahal, Lucknow"
Lucknow	"The Piccadily Lucknow, Alambagh"
Lucknow	"The Revanta Hotel, Jankipuram"
Lucknow	Transport Nagar
Lucknow	"West End Mall, Gomti Nagar"
Ludhiana	"A Hotel, Gurdev Nagar"
Ludhiana	Aggar Nagar
Ludhiana	"Ansal Plaza Mall, Gurdev Nagar"
Ludhiana	BRS Nagar
Ludhiana	Civil Lines
Ludhiana	Dugri
Ludhiana	"Fortune Park Klassik, Model Town"
Ludhiana	Gill Road
Ludhiana	Gurdev Nagar
Ludhiana	Hargobind Nagar
Ludhiana	"Hotel Imperial Executive, Pakhowal Road"
Ludhiana	"Hotel Indian Summer, Industrial Area"
Ludhiana	"Hotel Mahal, BRS Nagar"
Ludhiana	"Hotel Maharaja Regency, Gurdev Nagar"
Ludhiana	"Hyatt Regency, Rajguru Nagar"
Ludhiana	Industrial Area
Ludhiana	Janak Puri
Ludhiana	Jawahar Nagar
Ludhiana	"Keys Hotel, Pakhowal Road"
Ludhiana	Ludhiana Junction
Ludhiana	"Main Market, Sarabha Nagar"
Ludhiana	"MBD Neopolis Mall, Rajguru Nagar"
Ludhiana	Model Town
Ludhiana	"Mohini Resorts, Sector 32"
Ludhiana	"Nirvana Hotel Banquets Club, PAU"
Ludhiana	Pakhowal Road
Ludhiana	"Park Plaza, Gurdev Nagar"
Ludhiana	PAU
Ludhiana	"Pavilion Mall, Civil Lines"
Ludhiana	"Radisson Blu Hotel, Rajguru Nagar"
Ludhiana	Rajguru Nagar
