city	locality
Chennai	Koyambedu
Chennai	"La Woods Hotel, Thousand Lights"
Chennai	"Le Royal Meridien, St. Thomas Mount"
Chennai	"Lemon Tree Hotel, Guindy"
Chennai	"Lemon Tree Shimona, Ramapuram"
Chennai	Madhavaram
Chennai	Madipakkam
Chennai	Maduravoyal
Chennai	Mahabalipuram
Chennai	"Mahindra World City, Chengalpattu"
Chennai	Mandaveli
Chennai	"Massbunk Complex, Purasavakkam"
Chennai	"Mayajaal Multiplex, Kanathur"
Chennai	Medavakkam
Chennai	Meenambakkam
Chennai	Mogappair
Chennai	MRC Nagar
Chennai	Muttukadu
Chennai	Mylapore
Chennai	Nandanam
Chennai	Nanganallur
Chennai	Navallur
Chennai	Neelangarai
Chennai	"New Woodlands Hotel, Mylapore"
Chennai	Novotel Chennai Sipcot
Chennai	"Novotel Chennai, OMR"
Chennai	Nungambakkam
Chennai	Okkiyampet
Chennai	Old Mahabalipuram Road 
Chennai	"OMR Food Street, Guduvancheri"
Chennai	"OMR Food Street, Injambakkam"
Chennai	"OMR Food Street, Kandanchavadi"
Chennai	"OMR Food Street, Navallur"
Chennai	"OMR Food Street,AMbattur"
Chennai	"Paati Veedu, T.Nagar"
Chennai	Padur
Chennai	Palavakkam
Chennai	Pallavaram
Chennai	Pallikaranai
Chennai	"Park Hyatt, Guindy"
Chennai	Park Town
Chennai	Parrys
Chennai	Perambur
Chennai	Perungudi
Chennai	"Phoenix Market City, Velachery"
Chennai	Poonamalle
Chennai	Porur
Chennai	Potheri
Chennai	Purasavakkam
Chennai	"Quality Inn Sabari, T. Nagar"
Chennai	RA Puram
Chennai	"Radisson Blu Temple Bay, Mamallapuram"
Chennai	"Radisson Blu, Egmore"
Chennai	"Radisson Blu, GST Road"
Chennai	"Ramada Plaza, Guindy"
Chennai	"Ramada, Egmore"
Chennai	Ramapuram
Chennai	Red Hills
Chennai	Royapettah
Chennai	Royapuram
Chennai	"Saaral Residency, Mogappair"
Chennai	Saidapet
Chennai	Saligramam
Chennai	Santhome
Chennai	"Sathyam Cinemas Complex, Royapettah"
Chennai	Selaiyur
Chennai	Semmancheri
Chennai	Shenoy Nagar
Chennai	"Sheraton Grand, Neelangarai"
Chennai	Sholinganallur
Chennai	Somerset Greenways
Chennai	Sowcarpet
Chennai	"Spencer Plaza Mall, Thousand Lights"
Chennai	St. Thomas Mount
Chennai	T. Nagar
Chennai	"Taj Club House, Thousand Lights"
Chennai	"Taj Coromandel, Nungambakkam"
Chennai	"Taj Fisherman's Cove Resort & Spa, Kanchipuram District"
Chennai	Tambaram
Chennai	Taramani
Chennai	Teynampet
Chennai	"The Accord Metropolitan, T. Nagar"
Chennai	"The Checkers Hotel, Saidapet"
Chennai	"The Grand Mall, Velachery"
Chennai	"The Hotel Royal Plaza, Koyambedu"
Chennai	"The Leela Palace, MRC Nagar"
Chennai	"The Park, Nungambakkam"
Chennai	"The Raintree, Alwarpet"
Chennai	"The Raintree, Teynampet"
Chennai	"The Residency Towers, T. Nagar"
Chennai	"The Residency, T. Nagar"
Chennai	"The Savera Hotel, RK Salai "
Chennai	The Slate
Chennai	"The Spring Hotel, Nungambakkam"
Chennai	"The Westin Chennai, Velachery"
Chennai	Thiruvallur
Chennai	Thiruvanmiyur
Chennai	Thousand Lights
Chennai	Thuraipakkam
Chennai	"TNHB Complex, Besant Nagar"
Chennai	"Trident, GST Road"
Chennai	Triplicane
Chennai	Turyaa Chennai 
Chennai	V7 Hotel
Chennai	Vadapalani
Chennai	Valasaravakkam
Chennai	Velachery
Chennai	Vepery
Chennai	Vettuvankeni
Chennai	Virugambakkam
Chennai	"Vivanta Chennai, IT Expressway, Sholinganallur "
Chennai	"Vivira Mall, Navallur"
Chennai	"VR Mall, Anna Nagar"
Chennai	Washermenpet
Chennai	"WelcomHotel, RK Salai "
Chennai	West Mambalam
Chennai	"Zone by The Park, Pallikaranai"
Coimbatore	Agriculture Univeristy
Coimbatore	"Brookefields Mall, RS Puram"
Coimbatore	Chinniayam palayam
Coimbatore	"Fun Republic Mall, Avinashi Road"
Coimbatore	Ganapathy
Coimbatore	Gandhipuram
Coimbatore	"Gokulam Park, Avinashi Road"
Coimbatore	"Hotel Alankara Grand, Nehru Stadium"
Coimbatore	Hotel Aloft Coimbatore
Coimbatore	"Hotel Heritage Inn, Nehru Stadium"
Coimbatore	"Hotel SBS Grand, Peelamedu"
Coimbatore	"Hotel Vijay Park Inn, Nehru Stadium"
Coimbatore	Kalapatti
Coimbatore	Kavundampalayam
Coimbatore	Lakshmi Mills
Coimbatore	"Le Meridien, Neelambur"
Coimbatore	Lemon Tree
Coimbatore	Neelambur
Coimbatore	Nehru Stadium
Coimbatore	Ondipudur
Coimbatore	Peelamedu
Coimbatore	Podanur
Coimbatore	"Prozone Mall, Ganapathy"
Coimbatore	Race Course
Coimbatore	"Radisson Blu, Peelamedu"
Coimbatore	Ramanathapuram
Coimbatore	RS Puram
Coimbatore	Saibaba Colony
Coimbatore	Saravanampatty
Coimbatore	Singanallur
Coimbatore	Sitra
Coimbatore	Sivanadha Colony
Coimbatore	"SMS Hotel, Peelamedu"
Coimbatore	The Grand Regent
Coimbatore	"The Orbis Hotel, Peelamedu"
Coimbatore	"The Residency Hotel, Avinashi Road"
Coimbatore	Thudiyalur
Coimbatore	Town Hall
Coimbatore	Ukkadam
Coimbatore	Vadavalli
Coimbatore	"Vijay Elanza Central, Peelamedu"
Coimbatore	"Vivanta Coimbatore, Race Course"
Coimbatore	Zone By The Park
Cuttack	Bidanasi
Cuttack	Bidhyadhapur
Cuttack	Buxi Bazaar
Cuttack	CDA Sector 6
Cuttack	Kalyani Nagar
Cuttack	Mal Godown Market
Cuttack	Naya Bazaar
Cuttack	Police Colony
Cuttack	Siba Bazaar
Cuttack	Sutahat
Cuttack	Testing Group
Darjeeling	Chauk Bazaar
Darjeeling	Lebong
Darjeeling	Limbugaon
Dehradun	"Ashok Spa & Resorts, Morowala"
Dehradun	Balliwala
Dehradun	Ballupur
Dehradun	Chironwali
Dehradun	Chukkuwala
Dehradun	"Crossroads Mall, Karanpur"
Dehradun	Dharampur
Dehradun	"Four Points by Sheraton, Jakhan"
Dehradun	Garhi Cantt
Dehradun	Hathibarkala Salwala
Dehradun	"Hotel Doon Castle, Kaonli"
Dehradun	"Hotel Gaurab, Paltan Bazaar"
Dehradun	"Hotel Madhuban, Hathibarkala Salwala"
Dehradun	"Hotel President, Karanpur"
Dehradun	"Hotel Saurab, Paltan Bazaar"
Dehradun	Jakhan
Dehradun	Jogiwala
Dehradun	Kaonli
Dehradun	Karanpur
Dehradun	Khurbura
Dehradun	Krishna Nagar
Dehradun	Laxman Chowk
Dehradun	Majra
Dehradun	Malsi
Dehradun	Meedo Plaza
Dehradun	Morowala
Dehradun	"Pacific Mall, Jakhan"
Dehradun	Paltan Bazaar
Dehradun	Prem Nagar
Dehradun	Race Course
Dehradun	Raipur
Dehradun	Rajpur
Dehradun	Ramada Dehradun
Dehradun	"Regenta LP Vilas, Prem Nagar"
Dehradun	Subhash Nagar
Dehradun	"The Solitaire, Dharampur"
Dehradun	"Vikas Cinemall, Indira Nagar"
Dharamshala	Chilgari
Dharamshala	Gamru
Dharamshala	Mcleodganj
Dharamshala	Ram Nagar
Dharamshala	Shyam Nagar
Faridabad	Badarpur Border
Faridabad	Badkal Lake
Faridabad	Charmwood Village
Faridabad	"Crown Interiorz Mall, Sector 35, Faridabad"
Faridabad	NIT
Faridabad	"Park Plaza, Sector 21, Faridabad"
Faridabad	"Parsavnath City Mall, Sector 12, Faridabad"
Faridabad	"Radisson Blu Faridabad, Sector 20, Faridabad"
Faridabad	Sector 10
Faridabad	Sector 12
Faridabad	Sector 14
Faridabad	Sector 15
Faridabad	Sector 16
Faridabad	Sector 17
Faridabad	Sector 19
Faridabad	Sector 20
Faridabad	Sector 21
Faridabad	Sector 29
Faridabad	Sector 31
Faridabad	Sector 37
Faridabad	Sector 42
Faridabad	Sector 55
Faridabad	Sector 8
Faridabad	Sector 81
Faridabad	Sector 86
Faridabad	"Vivanta by Taj, Suraj Kund"
Gandhinagar	Airport Gandhinagar Highway
Gandhinagar	"Chopati, Sector 16"
Gandhinagar	"Fortune Inn Haveli Restaurant, Sector 11, Gandhinagar"
Gandhinagar	Infocity
Gandhinagar	Sector 11
Gandhinagar	Sector 16
Gandhinagar	Sector 21
Gandhinagar	Sector 25
Gandhinagar	Sector 6
Gandhinagar	"The Spicy Street Road, Airport Gandhinagar Highway"
Gandhinagar	"The Spicy Street, Airport Gandhinagar Highway"
Gangtok	Arithang
Gangtok	Tadong
Gangtok	Vishal Gaon
Ghaziabad	"Aditya City Centre, Indirapuram"
Ghaziabad	"Ansal Plaza Mall, Vaishali"
Ghaziabad	Chander Nagar
Ghaziabad	"Country Inn & Suites by Carlson, Sahibabad"
Ghaziabad	Crossing Republik
Ghaziabad	"Gaur Central  Mall, Raj Nagar"
Ghaziabad	Govind Puram
Ghaziabad	Indirapuram
Ghaziabad	"Indirapuram Habitat Centre, Indirapuram"
Ghaziabad	"Jaipuria Sunrise Plaza, Indirapuram"
Ghaziabad	Kaushambi
Ghaziabad	Kavi Nagar
Ghaziabad	"Mahagun Metro Mall, Vaishali"
Ghaziabad	Mohan Nagar
Ghaziabad	Nehru Nagar
Ghaziabad	"Pacific Mall, Sahibabad"
Ghaziabad	"Panchsheel Square Mall, Crossing Republik"
Ghaziabad	Pratap Vihar
Ghaziabad	"Radisson Blu Hotel, Kaushambi"
Ghaziabad	Raj Nagar
Ghaziabad	Rajendar Nagar
Ghaziabad	Sahibabad
Ghaziabad	"Shipra Mall, Indirapuram"
Ghaziabad	"Supertech Shopprix Mall, Vaishali"
Ghaziabad	Vaishali
Ghaziabad	Vasundhara
Goa	 Pride Sun Village Resort and Spa Goa
Goa	Agonda
Goa	"Alila Diwa, Majorda"
Goa	"Anantashram, Vasco"
Goa	Anjuna
Goa	"Anjuna Beach, Anjuna"
Goa	Arambol
Goa	"Arambol Beach, Arambol"
Goa	Ashwem
Goa	Assagao
Goa	Baga
Goa	"Baga Beach, Baga"
Goa	Bambolim
Goa	Benaulim
Goa	Betalbatim
Goa	Bicholim
Goa	Bogmalo
Goa	"Bogmalo Beach Resort, Bogmal"
Goa	"Caculo Mall, Panaji "
Goa	Calangute
Goa	"Calangute Beach, Calangute"
Goa	Candolim
Goa	"Candolim Beach, Candolim"
Goa	"Caravela Beach Resort, Salcette"
Goa	Cavelossim
Goa	Chicalim
Goa	"Cidade de Goa, Panaji"
Goa	Colva
Goa	"Colva Beach, Colva"
Goa	"Country Inn & Suites By Radisson, Candolim"
Goa	"Delhi The Citadel, Vasco"
Goa	"Deltin Royale, Panaji"
Goa	"Deltin Suites, Nerul"
Goa	"Dempo Towers, Panaji"
Goa	"Double Tree by Hilton, Baga"
Goa	"Fidalgo, Panaji"
Goa	"Fortune Miramar, Panaji"
Goa	"Gastronut, Panaji"
Goa	"Gastronut, Porvorim"
Goa	"Gera Imperium I, Panaji"
Goa	"Goa Marriott Resort & Spa, Panaji"
Goa	"Grand Hyatt, Bambolim"
Goa	"Holiday Inn Resort, Salcette"
Goa	"Hotel Fortune Select Regina, Candolim"
Goa	"Hotel Nanutel, Margao"
Goa	"Kenilworth Resort & Spa, Salcette"
Goa	"La Paz, Vasco"
Goa	"Le Méridien Goa, Calangute"
Goa	"Lemon TreeAMarante, Candolim"
Goa	Majorda
Goa	"Mall De Goa, Penha De Franca"
Goa	Mandrem
Goa	Mapusa
Goa	"Marbela Beach Resort, Arambol"
Goa	Margao
Goa	"Mobor Beach Resort, Salcette"
Goa	Moira
Goa	Morjim
Goa	Nerul
Goa	"Novotel Goa Dona Sylvia Resort Hotel, Salcette"
Goa	"Novotel Goa Resorts & Spa, Candolim"
Goa	"Novotel Goa Shrem Hotel, Candolim"
Goa	Old Goa
Goa	Palolem
Goa	Panaji
Goa	Penha de Franca
Goa	Ponda
Goa	Porvorim
Goa	Quepem
Goa	"Radisson Blu Resort, Salcette"
Goa	"Royal Goan Beach Club, Salcette"
Goa	"Silver Sands Holiday Village, Candolim"
Goa	Siolim
Goa	"Taj Exotica, Benaulim"
Goa	"Taj Fort Aguada Resort & Spa, Candolim"
Goa	"Taj Holiday Village Resort & Spa, Candolim"
Goa	The Fern Kadamba
Goa	"The HQ, Vasco"
Goa	"The Lalit, Palolem"
Goa	"The Leela, Salcette"
Goa	"The O Hotel, Candolim"
Goa	"The Park, Calangute"
Goa	"The Zuri White Sands  Resort, Salcette"
Goa	Vagator
Goa	"Vagator Beach, Vagator"
Goa	Vasco
Goa	"Vivanta By Taj, Candolim"
Goa	"Vivanta By Taj, Holiday Village, Candolim"
Goa	"Vivanta Goa, Panaji"
Goa	"W Goa, Vagator"
Gorakhpur	Azad Nagar
Gorakhpur	Bade Kajipur
Gorakhpur	Basantpur
Gorakhpur	Betiahata
Gorakhpur	Bichhiya
Gorakhpur	"City Mall, Golghar"
Gorakhpur	Dayanand Nagar
Gorakhpur	Fertilizer Colony
Gorakhpur	Golghar
Gorakhpur	Hussain Nagar
Gorakhpur	Ilahi Bagh
Gorakhpur	Jatepur
Gorakhpur	Kawwa Bagh Colony
Gorakhpur	Kunraghat
Gorakhpur	Mirzapur Pachpedwa
Gorakhpur	Miyan Baza
Gorakhpur	Moharipur
Gorakhpur	Mughala
Gorakhpur	Nanda Nagar
Gorakhpur	North Humayunpur
Gorakhpur	Phase 3rd
Gorakhpur	Rahmat Nagar
Gorakhpur	Rajendra Nagar
Gorakhpur	Ramjanki Nagar
Gorakhpur	Rapti Nagar Phase 4
Gorakhpur	Shahpur
Gorakhpur	Shakti Nagar Colony
Gorakhpur	Shatabdipuram
Gorakhpur	Vikas Nagar
Gorakhpur	Vishwakarmapuram
Greater Noida	Alpha 1
Greater Noida	Amrapali Dream Valley
Greater Noida	Amrapali Leisure Valley
Greater Noida	"Ansal Plaza Mall, Knowledge Park"
Greater Noida	Beta 1
Greater Noida	Beta 2
Greater Noida	Delta 1
Greater Noida	Gamma 1
Greater Noida	Gaur City 1
Greater Noida	Gaur City 2
Greater Noida	Knowledge Park
Greater Noida	"MSX Mall, Jaypee Greens, Greater Noida"
Greater Noida	"Omaxe Connaught Place, Beta 2"
Greater Noida	Omega 1
Greater Noida	Omega 2
Greater Noida	"The Grand Venice Mall, Jaypee Greens, Greater Noida"
Greater Noida	Zeta 1
Guntur	Agatha Varappadu
Guntur	Amaravathi Road
Guntur	AT Agraharam
Guntur	Brodipet
Guntur	Gandhi Nagar
Guntur	Gorantla
Guntur	Lakshmipuram
Guntur	Old Guntur
Guntur	Sitaram Nagar
Guntur	Srinivasa Nagar Colony
Guntur	Srinivasarao Pet
Guntur	"The Capital Hotel, Brodipet"
Gurgaon	" 32nd Avenue, NH8, Gurgaon"
Gurgaon	" ILD Trade Centre Mall, Sohna Road"
Gurgaon	"Ambience Mall, DLF Phase 3"
Gurgaon	Ardee City
Gurgaon	"Ardee Mall, Ardee City"
Gurgaon	"Baani Square, Sector 50"
Gurgaon	"Central Arcade, DLF Phase 2, Gurgaon"
Gurgaon	"Central Plaza Mall, Golf Course Road"
Gurgaon	"Clarens Hotel, Sector 29, Gurgaon"
Gurgaon	"Country Inn & Suites by Carlson, Gurgaon"
Gurgaon	"Courtyard by Marriott, Sushant Lok"
Gurgaon	"Cross Point Mall, DLF Phase 4"
Gurgaon	"Crowne Plaza, Sector 29"
Gurgaon	"Cyber Greens, DLF Cyber City"
Gurgaon	"Cyber Hub, DLF Cyber City"
Gurgaon	DLF Cyber City
Gurgaon	"DLF Galleria, DLF Phase 4"
Gurgaon	DLF Phase 1
Gurgaon	DLF Phase 2
Gurgaon	DLF Phase 3
Gurgaon	DLF Phase 4
Gurgaon	DLF Phase 5
Gurgaon	"DLF Star Mall, Sector 30"
Gurgaon	"Elements One Mall, Sector 49"
Gurgaon	"Eros City Square Mall, Sector 49, Gurgaon"
Gurgaon	"Global Foyer Mall, Golf Course Road"
Gurgaon	"Global Foyer, Palam Vihar"
Gurgaon	Golf Course Road
Gurgaon	"Good Earth City Center, Sector 50"
Gurgaon	"Grand Mall, MG Road"
Gurgaon	Gwal Pahari
Gurgaon	"Hong Kong Bazaar Mall, Sector 57, Gurgaon"
Gurgaon	"Huda City Centre Metro Station, Sector 29, Gurgaon"
Gurgaon	"IBIS Hotel, Golf Course Road"
Gurgaon	"Kingdom of Dreams, Sector 29"
Gurgaon	"Le Meridien Gurgaon, MG Road"
Gurgaon	Manesar
Gurgaon	"Mega Mall, DLF Phase 1"
Gurgaon	MG Road
Gurgaon	"MGF Mega City Mall, MG Road"
Gurgaon	"MGF Metropolis Mall, MG Road"
Gurgaon	"MGF Metropolitan Mall, MG Road"
Gurgaon	"Ninex City Mart Mall, Sohna Road"
Gurgaon	"Nirvana Courtyard, Sector 50"
Gurgaon	Old Railway Road
Gurgaon	Omaxe City Centre
Gurgaon	Omaxe Gurgaon Mall
Gurgaon	"One Horizon Center, Golf Course Road"
Gurgaon	Palam Vihar
Gurgaon	"Park Plaza, Sushant Lok"
Gurgaon	"PVR City Centre Mall, MG Road"
Gurgaon	"Qutab Plaza, DLF Phase 1"
Gurgaon	"Radisson, Udyog Vihar"
Gurgaon	"Raheja Mall, Sohna Road"
Gurgaon	"Ramada Gurgaon Central, Sector 44"
Gurgaon	"Rodeo Drive, Sector 49, Gurgaon"
Gurgaon	Sadar Bazar
Gurgaon	"Sahara Mall, MG Road"
Gurgaon	Sector 14
Gurgaon	Sector 15
Gurgaon	Sector 17
Gurgaon	Sector 21
Gurgaon	Sector 22
Gurgaon	Sector 23
Gurgaon	Sector 29
Gurgaon	Sector 30
Gurgaon	Sector 31
Gurgaon	Sector 33
Gurgaon	Sector 37
Gurgaon	Sector 39
Gurgaon	Sector 4
Gurgaon	Sector 43
Gurgaon	Sector 44
Gurgaon	Sector 45
Gurgaon	Sector 49
Gurgaon	Sector 5
Gurgaon	Sector 50
Gurgaon	Sector 53
Gurgaon	Sector 54
Gurgaon	Sector 56
Gurgaon	Sector 57
Gurgaon	Sector 7
Gurgaon	Sector 8
Gurgaon	Sector 83
Gurgaon	"Shopping Mall, DLF Phase 1"
Gurgaon	Sikandarpur
Gurgaon	Sohna Road
Gurgaon	South City 1
Gurgaon	South City 2
Gurgaon	"South Point Mall, Golf Course Road"
Gurgaon	"Suncity Business Tower, Golf Course Road"
Gurgaon	"Supermart 1, DLF Phase 4"
Gurgaon	"Supermart 2, DLF Phase 4"
Gurgaon	Sushant Lok
Gurgaon	"Sushant Shopping Arcade, Sushant Lok, Gurgaon"
Gurgaon	"Taj City Centre Gurugram, Sector 44, Gurgaon"
Gurgaon	"The Galaxy Hotel, Sector 15, Gurgaon"
Gurgaon	"The LeelaAMbience, DLF Phase 3"
Gurgaon	"The Oberoi, Udyog Vihar"
Gurgaon	"The Sapphire Mall, Sector 49, Gurgaon"
Gurgaon	"The Westin Gurgaon, Sector 29"
Gurgaon	"Trident, Udyog Vihar"
Gurgaon	"Two Horizon Center, Golf Course Road"
Gurgaon	Udyog Vihar
Gurgaon	"Unitech Cyber Park, Sector 39, Gurgaon"
Gurgaon	"Unitech Infospace, Sector 21, Gurgaon"
Gurgaon	"Vyapar Kendra, Palam Vihar"
Guwahati	Amingaon
Guwahati	"Anil Plaza, Christian Basti"
Guwahati	Beltola
Guwahati	Bhangagarh
Guwahati	Bharalumukh
Guwahati	Borjhar
Guwahati	"Central Mall, Christian Basti"
Guwahati	Chandmari
Guwahati	Christian Basti
Guwahati	"Cygnett Inn Repose, Bhangagarh"
Guwahati	Dispur
Guwahati	"Dona Planet Mall, Christian Basti"
Guwahati	"Dynasty, Fancy Bazaar"
Guwahati	Fancy Bazaar
Guwahati	"Food Villa, Pan Bazaar"
Guwahati	Ganeshguri
Guwahati	"Ginger Hotel, Hengerabari"
Guwahati	Hatigaon
Guwahati	Hengerabari
Guwahati	"Hotel Blue Moon, Uzan Bazaar"
Guwahati	"Hotel Gateway Grandeur, Christian Basti"
Guwahati	"Hotel Geetanjali, Paltan Bazaar"
Guwahati	"Hotel Lilawati Grand, Pan Bazaar"
Guwahati	"Hotel Nakshatra, Beltola"
Guwahati	"Hotel Nandan, Paltan Bazaar"
Guwahati	"Hotel President, Pan Bazaar"
Guwahati	"Hotel Radisson Blu, Guwahati"
Guwahati	"Hotel Rajdhani Regency, Dispur"
Guwahati	"Hotel Rajmahal, Paltan Bazaar"
Guwahati	Hotel Rodali Residency
Guwahati	"Hotel Royal De Casa, Beltola"
Guwahati	"Hotel Vandana, Paltan Bazaar"
Guwahati	Jalukbari
Guwahati	Kahilipara
Guwahati	Kala Pahar
Guwahati	Khanapara
Guwahati	"Kiranshree Portico, Paltan Bazaar"
Guwahati	"Landmark Hotel, Ulubari"
Guwahati	Maligaon
Guwahati	Narengi Tinali
Guwahati	Paltan Bazaar
Guwahati	Pan Bazaar
Guwahati	"Paradise Hotel, Silpukhuri"
Guwahati	"Pragati Manor, Christian Basti,"
Guwahati	"Roodraksh Mall, Bhangagarh"
Guwahati	Silpukhuri
Guwahati	Six Mile
Guwahati	"The Hub, Bhangagarh"
Guwahati	Ulubari
Guwahati	Uzan Bazaar
Guwahati	"Vishwaratna Hotel, Paltan Bazar"
Guwahati	"Vivanta By Taj, Khanapara"
Guwahati	Zoo Tiniali
Gwalior	Anand Nagar
Gwalior	Birla Nagar
Gwalior	City Center
Gwalior	"DB City Mall, Birla Nagar"
Gwalior	"DD City Mall, Lashkar"
Gwalior	Deen Dayal Nagar
Gwalior	Ghosipura
Gwalior	Gulmohar City
Gwalior	Kishanbagh
Gwalior	Lashkar
Gwalior	Lohamandi
Gwalior	Madhav Ganj
Gwalior	Mahalgaon
Gwalior	Model Town
Gwalior	Morar
Gwalior	Naya Bazaar
Gwalior	Prasad Nagar
Gwalior	Shinde Ki Chhawani
Gwalior	Shri Ram Colony
Gwalior	Thatipur
Gwalior	Vijaynagar
Gwalior	Vinay Nagar
Haridwar	BHEL Township
Haridwar	Devpura
Haridwar	Har Ki Pauri
Haridwar	Jwalapur
Haridwar	Kankhal
Haridwar	"Radisson Blu, BHEL Township"
Haridwar	Ranipur
Haridwar	Salempur Mahdood
Haridwar	Sitapur
Haridwar	"The Pentagon Mall, BHEL Township"
Howrah	Andul Road
Howrah	"Avani Riverside Mall, Shibpur"
Howrah	Belur
Howrah	Dobson Road
Howrah	"Forum Rangoli Mall, Liluah"
Howrah	"Hotel Shivam, Howrah Station Area"
Howrah	Howrah Station Area
Howrah	Ichapur
Howrah	Kadamtala
Howrah	Kona Exp Way
Howrah	Liluah
Howrah	"Raghav Plaza, Dobson Road"
Howrah	"Rangoli Mall, Liluah"
Howrah	Salkia
Howrah	Shibpur
Hyderabad	" 800 Jubilee, Jubilee Hills"
Hyderabad	"12th Square Building, Banjara Hills"
Hyderabad	"Aalankrita Resort, Shamirpet"
Hyderabad	Abids
Hyderabad	"Accor Blue, Madhapur"
Hyderabad	Adikmet
Hyderabad	"Aditya Park ,AMeerpet"
Hyderabad	Amberpet
Hyderabad	Ameerpet
Hyderabad	"Amrutha Castle, Khairatabad"
Hyderabad	Attapur
Hyderabad	Banjara Hills
Hyderabad	Basheer Bagh
Hyderabad	Begum Bazaar
Hyderabad	Begumpet
Hyderabad	Boduppal
Hyderabad	Chanda Nagar
Hyderabad	Chandrayanagutta
Hyderabad	Charminar
Hyderabad	"City Center Mall, Banjara Hills"
Hyderabad	"Combos, Kukatpally"
Hyderabad	Cusino Food Court
Hyderabad	Dilsukhnagar
Hyderabad	"Eat Street, Necklace Road"
Hyderabad	"Ellaa Hotels, Gachibowli"
Hyderabad	Falaknuma
Hyderabad	Film Nagar
Hyderabad	"Fortune Park Vallabha, Banjara Hills"
Hyderabad	Forum Sujana Mall
Hyderabad	Gachibowli
Hyderabad	Gandipet
Hyderabad	Ghansi Bazaar
Hyderabad	"Golkonda Hotel, Masab Tank"
Hyderabad	"GVK One Mall, Banjara Hills"
Hyderabad	Habsiguda
Hyderabad	Hafeezpet
Hyderabad	"Hardhick Crown, Hitech City"
Hyderabad	Himayath Nagar
Hyderabad	Hitech City
Hyderabad	Holiday Inn Express & Suites
Hyderabad	"Hotel Avasa, Hitech City"
Hyderabad	"Hotel Daspalla, Jubilee Hills"
Hyderabad	"Hotel Siesta, Kothaguda"
Hyderabad	"Hyatt Hyderabad Gachibowli, Gachibowli"
Hyderabad	"Hyatt Place, Banjara Hills"
Hyderabad	"Hyderabad Central Mall, Panjagutta "
Hyderabad	Hyderabad Marriott Hotel & Convention Centre
Hyderabad	"Inorbit Mall, Hitech City"
Hyderabad	"ITC Kakatiya, Begumpet"
Hyderabad	ITC Kohenur
Hyderabad	Jeedimetla
Hyderabad	Jubilee Hills
Hyderabad	"Kabara Drive In, Banjara Hills"
Hyderabad	Kacheguda
Hyderabad	"Katriya Hotels, Somajiguda"
Hyderabad	Khairatabad
Hyderabad	Kompally
Hyderabad	Kondapur
Hyderabad	Kothaguda
Hyderabad	Kothapet
Hyderabad	Koti
Hyderabad	Kukatpally
Hyderabad	L B Nagar
Hyderabad	Lakdikapul
Hyderabad	Langer Houz
Hyderabad	"Lemon Tree Hotel, Gachibowli"
Hyderabad	"Lemon Tree Premier, Hitech City"
Hyderabad	"Leonia Holistic Destination, Shamirpet"
Hyderabad	Lingampally
Hyderabad	Madhapur
Hyderabad	Malakpet
Hyderabad	Manikonda
Hyderabad	"Manjeera Trinity Mall, Kukatpally"
Hyderabad	Marigold Hotel
Hyderabad	Masab Tank
Hyderabad	Medchal Road
Hyderabad	Meerpet
Hyderabad	Mehdipatnam
Hyderabad	Mercure Hyderabad KCP
Hyderabad	Miyapur
Hyderabad	Moosapet
Hyderabad	Musheerabad
Hyderabad	"My Place, L B Nagar"
Hyderabad	Nagole
Hyderabad	Nallakunta
Hyderabad	Nampally
Hyderabad	Narayanguda
Hyderabad	Necklace Road
Hyderabad	Nizampet
Hyderabad	Novotel Hyderabad Airport
Hyderabad	"Novotel Hyderabad Convention Centre, Hitech City"
Hyderabad	Panjagutta
Hyderabad	"Park Hyatt, Banjara Hills"
Hyderabad	"Pavilion Drive In, Jubilee Hills"
Hyderabad	"Podium Mall, Tolichowki"
Hyderabad	"Prasads Multiplex, Necklace Road"
Hyderabad	"Radisson Blu Plaza Hotel, Banjara Hills"
Hyderabad	"Radisson Hyderabad Hitec City, Gachibowli"
Hyderabad	"Raheja IT Park, Hitech City"
Hyderabad	"RK Cineplex, Banjara Hills"
Hyderabad	"Royalton Hotel, Abids"
Hyderabad	S R Nagar
Hyderabad	"Same Place Food Court, Madhapur"
Hyderabad	Sarath City Capital Mall
Hyderabad	Saroor Nagar
Hyderabad	Shamshabad
Hyderabad	"Sheraton Hyderabad Hotel, Gachibowli"
Hyderabad	"SLN Terminus,Gachibowli"
Hyderabad	Somajiguda
Hyderabad	"South India Shopping Mall, Kukatpally"
Hyderabad	Srinagar Colony
Hyderabad	Suraram
Hyderabad	"Syala Drive In, Jubilee Hills"
Hyderabad	"Taj Banjara, Banjara Hills"
Hyderabad	"Taj Deccan, Banjara Hills"
Hyderabad	"Taj Falaknuma, Falaknuma"
Hyderabad	"Taj Krishna, Banjara Hills"
Hyderabad	"Taj Mahal Hotel, Abids"
Hyderabad	Tarnaka
Hyderabad	The Alley
Hyderabad	"The Golkonda Resorts & Spa, Gandipet"
Hyderabad	The Hangout Village
Hyderabad	"The Park, Somajiguda"
Hyderabad	"The Street, Madhapur"
Hyderabad	"The Traffic Drive In, L B Nagar"
Hyderabad	"The Westin Hyderabad Mindspace, Hitech City"
Hyderabad	Tolichowki
Hyderabad	"Trident Hyderabad, Hitech City"
Hyderabad	Vanasthalipuram
Hyderabad	"Vivanta By Taj, Begumpet"
Hyderabad	Yousufguda
